image_id,fold
Train_39712,3
Train_39713,1
Train_39714,2
Train_39715,0
Train_39716,4
Train_39717,0
Train_39718,1
Train_39719,2
Train_39720,2
Train_39721,1
Train_39722,0
Train_39723,1
Train_39724,4
Train_39725,3
Train_39726,2
Train_39727,3
Train_39728,0
Train_39729,3
Train_39730,1
Train_39731,4
Train_39732,2
Train_39733,2
Train_39734,3
Train_39735,0
Train_39736,4
Train_39737,3
Train_39738,1
Train_39739,4
Train_39740,2
Train_39741,0
Train_39742,1
Train_39743,3
Train_39744,0
Train_39745,0
Train_39746,1
Train_39747,1
Train_39748,4
Train_39749,2
Train_39750,2
Train_39751,0
Train_39752,4
Train_39753,3
Train_39754,3
Train_39755,0
Train_39756,1
Train_39757,4
Train_39758,1
Train_39759,4
Train_39760,2
Train_39761,2
Train_39762,3
Train_39763,0
Train_39764,0
Train_39765,1
Train_39766,4
Train_39767,4
Train_39768,3
Train_39769,2
Train_39770,2
Train_39771,3
Train_39772,1
Train_39773,3
Train_39774,2
Train_39775,4
Train_39776,0
Train_39777,4
Train_39778,1
Train_39779,1
Train_39780,3
Train_39781,0
Train_39782,0
Train_39783,4
Train_39784,2
Train_39785,3
Train_39786,0
Train_39787,1
Train_39788,2
Train_39789,1
Train_39790,4
Train_39791,4
Train_39792,1
Train_39793,2
Train_39794,2
Train_39795,0
Train_39796,3
Train_39797,0
Train_39798,0
Train_39799,1
Train_39800,2
Train_39801,3
Train_39802,1
Train_39803,1
Train_39804,4
Train_39805,4
Train_39806,3
Train_39807,2
Train_39808,3
Train_39809,0
Train_39810,4
Train_39811,1
Train_39812,0
Train_39813,4
Train_39814,2
Train_39815,3
Train_39816,2
Train_39817,1
Train_39818,3
Train_39819,3
Train_39820,0
Train_39821,1
Train_39822,2
Train_39823,1
Train_39824,4
Train_39825,2
Train_39826,3
Train_39827,4
Train_39828,0
Train_39829,1
Train_39830,0
Train_39831,4
Train_39832,2
Train_39833,0
Train_39834,2
Train_39835,3
Train_39836,4
Train_39837,4
Train_39838,0
Train_39839,3
Train_39840,1
Train_39841,3
Train_39842,1
Train_39843,4
Train_39844,0
Train_39845,2
Train_39846,2
Train_39847,3
Train_39848,4
Train_39849,0
Train_39850,2
Train_39851,3
Train_39852,2
Train_39853,0
Train_39854,1
Train_39855,4
Train_39856,1
Train_39857,3
Train_39858,0
Train_39859,4
Train_39860,1
Train_39861,2
Train_39862,2
Train_39863,3
Train_39864,0
Train_39865,1
Train_39866,4
Train_39867,0
Train_39868,2
Train_39869,3
Train_39870,3
Train_39871,0
Train_39872,1
Train_39873,0
Train_39874,1
Train_39875,2
Train_39876,4
Train_39877,4
Train_39878,3
Train_39879,2
Train_39880,3
Train_39881,3
Train_39882,0
Train_39883,0
Train_39884,1
Train_39885,1
Train_39886,4
Train_39887,2
Train_39888,4
Train_39889,3
Train_39890,2
Train_39891,3
Train_39892,4
Train_39893,0
Train_39894,1
Train_39895,2
Train_39896,0
Train_39897,1
Train_39898,4
Train_39899,2
Train_39900,3
Train_39901,1
Train_39902,0
Train_39903,3
Train_39904,4
Train_39905,1
Train_39906,4
Train_39907,2
Train_39908,3
Train_39909,2
Train_39910,1
Train_39911,0
Train_39912,4
Train_39913,2
Train_39914,0
Train_39915,0
Train_39916,1
Train_39917,2
Train_39918,1
Train_39919,1
Train_39920,4
Train_39921,4
Train_39922,2
Train_39923,3
Train_39924,0
Train_39925,1
Train_39926,3
Train_39927,3
Train_39928,4
Train_39929,1
Train_39930,3
Train_39931,4
Train_39932,0
Train_39933,0
Train_39934,4
Train_39935,2
Train_39936,3
Train_39937,0
Train_39938,2
Train_39939,1
Train_39940,3
Train_39941,4
Train_39942,4
Train_39943,0
Train_39944,2
Train_39945,1
Train_39946,2
Train_39947,3
Train_39948,0
Train_39949,1
Train_39950,4
Train_39951,0
Train_39952,1
Train_39953,1
Train_39954,2
Train_39955,0
Train_39956,4
Train_39957,3
Train_39958,3
Train_39959,3
Train_39960,4
Train_39961,2
Train_39962,4
Train_39963,0
Train_39964,1
Train_39965,2
Train_39966,4
Train_39967,2
Train_39968,1
Train_39969,3
Train_39970,2
Train_39971,3
Train_39972,0
Train_39973,2
Train_39974,0
Train_39975,2
Train_39976,3
Train_39977,1
Train_39978,4
Train_39979,2
Train_39980,3
Train_39981,4
Train_39982,3
Train_39983,0
Train_39984,1
Train_39985,4
Train_39986,0
Train_39987,1
Train_39988,0
Train_39989,4
Train_39990,2
Train_39991,3
Train_39992,3
Train_39993,0
Train_39994,1
Train_39995,4
Train_39996,2
Train_39997,2
Train_39998,3
Train_39999,0
Train_40000,1
Train_40001,0
Train_40002,1
Train_40003,1
Train_40004,4
Train_40005,0
Train_40006,2
Train_40007,2
Train_40008,3
Train_40009,0
Train_40010,1
Train_40011,4
Train_40012,4
Train_40013,2
Train_40014,3
Train_40015,3
Train_40016,1
Train_40017,4
Train_40018,0
Train_40019,1
Train_40020,1
Train_40021,4
Train_40022,2
Train_40023,3
Train_40024,0
Train_40025,0
Train_40026,4
Train_40027,2
Train_40028,1
Train_40029,3
Train_40030,3
Train_40031,4
Train_40032,4
Train_40033,1
Train_40034,2
Train_40035,3
Train_40036,0
Train_40037,1
Train_40038,4
Train_40039,0
Train_40040,2
Train_40041,1
Train_40042,0
Train_40043,2
Train_40044,2
Train_40045,3
Train_40046,0
Train_40047,4
Train_40048,1
Train_40049,3
Train_40050,4
Train_40051,0
Train_40052,1
Train_40053,2
Train_40054,3
Train_40055,0
Train_40056,4
Train_40057,2
Train_40058,3
Train_40059,0
Train_40060,1
Train_40061,2
Train_40062,4
Train_40063,1
Train_40064,4
Train_40065,3
Train_40066,3
Train_40067,2
Train_40068,3
Train_40069,0
Train_40070,1
Train_40071,4
Train_40072,2
Train_40073,1
Train_40074,4
Train_40075,3
Train_40076,0
Train_40077,0
Train_40078,1
Train_40079,4
Train_40080,2
Train_40081,2
Train_40082,0
Train_40083,4
Train_40084,3
Train_40085,0
Train_40086,1
Train_40087,1
Train_40088,4
Train_40089,2
Train_40090,3
Train_40091,0
Train_40092,1
Train_40093,4
Train_40094,3
Train_40095,2
Train_40096,3
Train_40097,3
Train_40098,0
Train_40099,4
Train_40100,0
Train_40101,1
Train_40102,2
Train_40103,4
Train_40104,3
Train_40105,4
Train_40106,1
Train_40107,2
Train_40108,3
Train_40109,0
Train_40110,1
Train_40111,4
Train_40112,2
Train_40113,2
Train_40114,0
Train_40115,4
Train_40116,0
Train_40117,3
Train_40118,3
Train_40119,2
Train_40120,0
Train_40121,1
Train_40122,1
Train_40123,4
Train_40124,0
Train_40125,2
Train_40126,3
Train_40127,2
Train_40128,2
Train_40129,0
Train_40130,1
Train_40131,4
Train_40132,2
Train_40133,3
Train_40134,0
Train_40135,1
Train_40136,1
Train_40137,4
Train_40138,1
Train_40139,4
Train_40140,3
Train_40141,1
Train_40142,2
Train_40143,3
Train_40144,0
Train_40145,2
Train_40146,3
Train_40147,1
Train_40148,0
Train_40149,4
Train_40150,3
Train_40151,2
Train_40152,1
Train_40153,3
Train_40154,0
Train_40155,1
Train_40156,2
Train_40157,4
Train_40158,1
Train_40159,4
Train_40160,2
Train_40161,3
Train_40162,2
Train_40163,0
Train_40164,0
Train_40165,1
Train_40166,4
Train_40167,3
Train_40168,2
Train_40169,4
Train_40170,3
Train_40171,0
Train_40172,1
Train_40173,0
Train_40174,4
Train_40175,3
Train_40176,2
Train_40177,3
Train_40178,4
Train_40179,0
Train_40180,4
Train_40181,2
Train_40182,1
Train_40183,4
Train_40184,2
Train_40185,4
Train_40186,3
Train_40187,2
Train_40188,3
Train_40189,1
Train_40190,0
Train_40191,0
Train_40192,1
Train_40193,4
Train_40194,2
Train_40195,1
Train_40196,3
Train_40197,0
Train_40198,1
Train_40199,4
Train_40200,0
Train_40201,2
Train_40202,0
Train_40203,1
Train_40204,3
Train_40205,2
Train_40206,3
Train_40207,4
Train_40208,0
Train_40209,0
Train_40210,0
Train_40211,1
Train_40212,3
Train_40213,4
Train_40214,2
Train_40215,1
Train_40216,2
Train_40217,3
Train_40218,0
Train_40219,1
Train_40220,2
Train_40221,3
Train_40222,4
Train_40223,1
Train_40224,1
Train_40225,0
Train_40226,4
Train_40227,2
Train_40228,4
Train_40229,2
Train_40230,3
Train_40231,0
Train_40232,4
Train_40233,0
Train_40234,3
Train_40235,2
Train_40236,3
Train_40237,4
Train_40238,4
Train_40239,1
Train_40240,3
Train_40241,2
Train_40242,1
Train_40243,4
Train_40244,0
Train_40245,2
Train_40246,4
Train_40247,2
Train_40248,0
Train_40249,3
Train_40250,1
Train_40251,0
Train_40252,3
Train_40253,4
Train_40254,1
Train_40255,4
Train_40256,3
Train_40257,2
Train_40258,1
Train_40259,0
Train_40260,2
Train_40261,1
Train_40262,2
Train_40263,3
Train_40264,0
Train_40265,1
Train_40266,4
Train_40267,2
Train_40268,3
Train_40269,0
Train_40270,3
Train_40271,1
Train_40272,0
Train_40273,4
Train_40274,4
Train_40275,1
Train_40276,0
Train_40277,4
Train_40278,2
Train_40279,3
Train_40280,1
Train_40281,2
Train_40282,3
Train_40283,0
Train_40284,1
Train_40285,4
Train_40286,1
Train_40287,4
Train_40288,2
Train_40289,3
Train_40290,1
Train_40291,3
Train_40292,0
Train_40293,2
Train_40294,0
Train_40295,1
Train_40296,2
Train_40297,4
Train_40298,2
Train_40299,4
Train_40300,3
Train_40301,3
Train_40302,0
Train_40303,1
Train_40304,4
Train_40305,2
Train_40306,3
Train_40307,0
Train_40308,0
Train_40309,1
Train_40310,4
Train_40311,2
Train_40312,1
Train_40313,4
Train_40314,3
Train_40315,4
Train_40316,3
Train_40317,0
Train_40318,1
Train_40319,0
Train_40320,4
Train_40321,2
Train_40322,3
Train_40323,0
Train_40324,2
Train_40325,1
Train_40326,4
Train_40327,2
Train_40328,1
Train_40329,3
Train_40330,0
Train_40331,3
Train_40332,1
Train_40333,3
Train_40334,0
Train_40335,4
Train_40336,4
Train_40337,2
Train_40338,2
Train_40339,1
Train_40340,3
Train_40341,2
Train_40342,0
Train_40343,3
Train_40344,1
Train_40345,4
Train_40346,0
Train_40347,2
Train_40348,1
Train_40349,4
Train_40350,1
Train_40351,2
Train_40352,2
Train_40353,0
Train_40354,4
Train_40355,3
Train_40356,4
Train_40357,2
Train_40358,3
Train_40359,0
Train_40360,1
Train_40361,1
Train_40362,0
Train_40363,3
Train_40364,4
Train_40365,2
Train_40366,3
Train_40367,0
Train_40368,1
Train_40369,0
Train_40370,4
Train_40371,4
Train_40372,0
Train_40373,2
Train_40374,1
Train_40375,1
Train_40376,4
Train_40377,2
Train_40378,3
Train_40379,3
Train_40380,0
Train_40381,3
Train_40382,3
Train_40383,1
Train_40384,1
Train_40385,2
Train_40386,4
Train_40387,0
Train_40388,2
Train_40389,3
Train_40390,2
Train_40391,0
Train_40392,1
Train_40393,4
Train_40394,4
Train_40395,2
Train_40396,2
Train_40397,3
Train_40398,0
Train_40399,1
Train_40400,4
Train_40401,4
Train_40402,2
Train_40403,1
Train_40404,0
Train_40405,3
Train_40406,3
Train_40407,0
Train_40408,0
Train_40409,1
Train_40410,4
Train_40411,2
Train_40412,3
Train_40413,0
Train_40414,0
Train_40415,1
Train_40416,4
Train_40417,1
Train_40418,1
Train_40419,4
Train_40420,3
Train_40421,2
Train_40422,3
Train_40423,2
Train_40424,2
Train_40425,3
Train_40426,0
Train_40427,1
Train_40428,4
Train_40429,0
Train_40430,2
Train_40431,1
Train_40432,4
Train_40433,2
Train_40434,3
Train_40435,0
Train_40436,1
Train_40437,1
Train_40438,0
Train_40439,3
Train_40440,4
Train_40441,4
Train_40442,2
Train_40443,4
Train_40444,3
Train_40445,3
Train_40446,2
Train_40447,0
Train_40448,0
Train_40449,1
Train_40450,4
Train_40451,4
Train_40452,2
Train_40453,2
Train_40454,3
Train_40455,0
Train_40456,1
Train_40457,0
Train_40458,1
Train_40459,4
Train_40460,4
Train_40461,2
Train_40462,3
Train_40463,0
Train_40464,3
Train_40465,1
Train_40466,1
Train_40467,2
Train_40468,4
Train_40469,0
Train_40470,2
Train_40471,3
Train_40472,3
Train_40473,3
Train_40474,3
Train_40475,2
Train_40476,0
Train_40477,1
Train_40478,4
Train_40479,0
Train_40480,4
Train_40481,2
Train_40482,2
Train_40483,4
Train_40484,1
Train_40485,3
Train_40486,1
Train_40487,3
Train_40488,0
Train_40489,4
Train_40490,2
Train_40491,4
Train_40492,3
Train_40493,1
Train_40494,0
Train_40495,0
Train_40496,1
Train_40497,1
Train_40498,0
Train_40499,4
Train_40500,2
Train_40501,2
Train_40502,3
Train_40503,0
Train_40504,3
Train_40505,1
Train_40506,0
Train_40507,1
Train_40508,4
Train_40509,2
Train_40510,3
Train_40511,0
Train_40512,3
Train_40513,2
Train_40514,1
Train_40515,4
Train_40516,2
Train_40517,4
Train_40518,3
Train_40519,0
Train_40520,1
Train_40521,1
Train_40522,3
Train_40523,0
Train_40524,2
Train_40525,0
Train_40526,4
Train_40527,4
Train_40528,1
Train_40529,0
Train_40530,2
Train_40531,3
Train_40532,4
Train_40533,0
Train_40534,1
Train_40535,4
Train_40536,2
Train_40537,3
Train_40538,1
Train_40539,3
Train_40540,4
Train_40541,0
Train_40542,2
Train_40543,0
Train_40544,2
Train_40545,1
Train_40546,3
Train_40547,4
Train_40548,1
Train_40549,2
Train_40550,1
Train_40551,2
Train_40552,4
Train_40553,2
Train_40554,3
Train_40555,4
Train_40556,1
Train_40557,0
Train_40558,1
Train_40559,3
Train_40560,4
Train_40561,2
Train_40562,3
Train_40563,0
Train_40564,1
Train_40565,4
Train_40566,2
Train_40567,0
Train_40568,2
Train_40569,1
Train_40570,3
Train_40571,3
Train_40572,0
Train_40573,4
Train_40574,0
Train_40575,1
Train_40576,4
Train_40577,2
Train_40578,3
Train_40579,0
Train_40580,1
Train_40581,4
Train_40582,0
Train_40583,2
Train_40584,4
Train_40585,2
Train_40586,1
Train_40587,3
Train_40588,3
Train_40589,0
Train_40590,4
Train_40591,3
Train_40592,2
Train_40593,1
Train_40594,4
Train_40595,2
Train_40596,1
Train_40597,0
Train_40598,3
Train_40599,0
Train_40600,3
Train_40601,3
Train_40602,1
Train_40603,1
Train_40604,4
Train_40605,0
Train_40606,2
Train_40607,3
Train_40608,2
Train_40609,4
Train_40610,0
Train_40611,4
Train_40612,0
Train_40613,0
Train_40614,1
Train_40615,3
Train_40616,4
Train_40617,1
Train_40618,4
Train_40619,2
Train_40620,2
Train_40621,3
Train_40622,1
Train_40623,0
Train_40624,1
Train_40625,4
Train_40626,4
Train_40627,2
Train_40628,3
Train_40629,0
Train_40630,1
Train_40631,2
Train_40632,0
Train_40633,4
Train_40634,3
Train_40635,4
Train_40636,2
Train_40637,2
Train_40638,3
Train_40639,1
Train_40640,2
Train_40641,0
Train_40642,3
Train_40643,0
Train_40644,1
Train_40645,2
Train_40646,1
Train_40647,2
Train_40648,4
Train_40649,0
Train_40650,4
Train_40651,2
Train_40652,3
Train_40653,4
Train_40654,0
Train_40655,1
Train_40656,4
Train_40657,3
Train_40658,3
Train_40659,1
Train_40660,2
Train_40661,3
Train_40662,0
Train_40663,1
Train_40664,0
Train_40665,4
Train_40666,2
Train_40667,0
Train_40668,1
Train_40669,4
Train_40670,2
Train_40671,3
Train_40672,0
Train_40673,2
Train_40674,1
Train_40675,3
Train_40676,4
Train_40677,1
Train_40678,2
Train_40679,3
Train_40680,0
Train_40681,4
Train_40682,0
Train_40683,1
Train_40684,4
Train_40685,2
Train_40686,3
Train_40687,2
Train_40688,3
Train_40689,1
Train_40690,3
Train_40691,4
Train_40692,0
Train_40693,4
Train_40694,0
Train_40695,1
Train_40696,4
Train_40697,2
Train_40698,3
Train_40699,3
Train_40700,0
Train_40701,1
Train_40702,3
Train_40703,2
Train_40704,4
Train_40705,2
Train_40706,0
Train_40707,3
Train_40708,2
Train_40709,1
Train_40710,0
Train_40711,1
Train_40712,4
Train_40713,4
Train_40714,2
Train_40715,0
Train_40716,4
Train_40717,2
Train_40718,3
Train_40719,0
Train_40720,1
Train_40721,4
Train_40722,2
Train_40723,3
Train_40724,0
Train_40725,1
Train_40726,3
Train_40727,3
Train_40728,1
Train_40729,4
Train_40730,4
Train_40731,2
Train_40732,1
Train_40733,0
Train_40734,0
Train_40735,2
Train_40736,3
Train_40737,0
Train_40738,1
Train_40739,1
Train_40740,4
Train_40741,4
Train_40742,2
Train_40743,3
Train_40744,0
Train_40745,2
Train_40746,3
Train_40747,1
Train_40748,3
Train_40749,2
Train_40750,0
Train_40751,1
Train_40752,1
Train_40753,0
Train_40754,4
Train_40755,3
Train_40756,0
Train_40757,2
Train_40758,3
Train_40759,2
Train_40760,4
Train_40761,1
Train_40762,0
Train_40763,1
Train_40764,4
Train_40765,2
Train_40766,3
Train_40767,0
Train_40768,1
Train_40769,4
Train_40770,2
Train_40771,3
Train_40772,0
Train_40773,4
Train_40774,4
Train_40775,1
Train_40776,1
Train_40777,4
Train_40778,1
Train_40779,4
Train_40780,3
Train_40781,3
Train_40782,0
Train_40783,2
Train_40784,3
Train_40785,2
Train_40786,0
Train_40787,1
Train_40788,2
Train_40789,4
Train_40790,4
Train_40791,0
Train_40792,2
Train_40793,3
Train_40794,0
Train_40795,0
Train_40796,1
Train_40797,4
Train_40798,2
Train_40799,3
Train_40800,1
Train_40801,0
Train_40802,1
Train_40803,3
Train_40804,4
Train_40805,2
Train_40806,4
Train_40807,3
Train_40808,0
Train_40809,1
Train_40810,2
Train_40811,3
Train_40812,4
Train_40813,0
Train_40814,1
Train_40815,1
Train_40816,0
Train_40817,2
Train_40818,4
Train_40819,2
Train_40820,3
Train_40821,2
Train_40822,2
Train_40823,3
Train_40824,4
Train_40825,0
Train_40826,1
Train_40827,0
Train_40828,1
Train_40829,4
Train_40830,4
Train_40831,2
Train_40832,0
Train_40833,3
Train_40834,0
Train_40835,1
Train_40836,2
Train_40837,3
Train_40838,4
Train_40839,1
Train_40840,2
Train_40841,3
Train_40842,3
Train_40843,3
Train_40844,4
Train_40845,0
Train_40846,0
Train_40847,2
Train_40848,1
Train_40849,1
Train_40850,1
Train_40851,3
Train_40852,1
Train_40853,4
Train_40854,2
Train_40855,3
Train_40856,4
Train_40857,0
Train_40858,1
Train_40859,4
Train_40860,2
Train_40861,3
Train_40862,2
Train_40863,2
Train_40864,0
Train_40865,4
Train_40866,3
Train_40867,2
Train_40868,4
Train_40869,0
Train_40870,2
Train_40871,1
Train_40872,0
Train_40873,1
Train_40874,3
Train_40875,4
Train_40876,1
Train_40877,2
Train_40878,0
Train_40879,3
Train_40880,0
Train_40881,3
Train_40882,4
Train_40883,0
Train_40884,4
Train_40885,1
Train_40886,2
Train_40887,1
Train_40888,3
Train_40889,4
Train_40890,2
Train_40891,3
Train_40892,0
Train_40893,1
Train_40894,4
Train_40895,2
Train_40896,3
Train_40897,3
Train_40898,0
Train_40899,0
Train_40900,3
Train_40901,4
Train_40902,0
Train_40903,1
Train_40904,4
Train_40905,2
Train_40906,2
Train_40907,3
Train_40908,1
Train_40909,1
Train_40910,0
Train_40911,0
Train_40912,3
Train_40913,1
Train_40914,2
Train_40915,4
Train_40916,2
Train_40917,2
Train_40918,4
Train_40919,1
Train_40920,3
Train_40921,0
Train_40922,1
Train_40923,4
Train_40924,2
Train_40925,3
Train_40926,0
Train_40927,3
Train_40928,2
Train_40929,4
Train_40930,1
Train_40931,0
Train_40932,1
Train_40933,4
Train_40934,2
Train_40935,1
Train_40936,4
Train_40937,3
Train_40938,3
Train_40939,0
Train_40940,1
Train_40941,2
Train_40942,4
Train_40943,2
Train_40944,3
Train_40945,0
Train_40946,0
Train_40947,4
Train_40948,0
Train_40949,1
Train_40950,3
Train_40951,4
Train_40952,2
Train_40953,3
Train_40954,2
Train_40955,3
Train_40956,1
Train_40957,0
Train_40958,1
Train_40959,4
Train_40960,2
Train_40961,0
Train_40962,4
Train_40963,3
Train_40964,0
Train_40965,2
Train_40966,4
Train_40967,1
Train_40968,1
Train_40969,2
Train_40970,0
Train_40971,1
Train_40972,4
Train_40973,4
Train_40974,3
Train_40975,2
Train_40976,2
Train_40977,0
Train_40978,3
Train_40979,0
Train_40980,1
Train_40981,4
Train_40982,2
Train_40983,3
Train_40984,4
Train_40985,2
Train_40986,3
Train_40987,0
Train_40988,0
Train_40989,0
Train_40990,1
Train_40991,1
Train_40992,4
Train_40993,2
Train_40994,3
Train_40995,0
Train_40996,3
Train_40997,1
Train_40998,4
Train_40999,2
Train_41000,0
Train_41001,3
Train_41002,3
Train_41003,1
Train_41004,4
Train_41005,2
Train_41006,0
Train_41007,1
Train_41008,1
Train_41009,4
Train_41010,2
Train_41011,3
Train_41012,0
Train_41013,4
Train_41014,4
Train_41015,1
Train_41016,4
Train_41017,3
Train_41018,2
Train_41019,3
Train_41020,3
Train_41021,2
Train_41022,4
Train_41023,0
Train_41024,0
Train_41025,1
Train_41026,1
Train_41027,0
Train_41028,1
Train_41029,2
Train_41030,1
Train_41031,0
Train_41032,2
Train_41033,4
Train_41034,2
Train_41035,3
Train_41036,2
Train_41037,4
Train_41038,4
Train_41039,3
Train_41040,0
Train_41041,1
Train_41042,3
Train_41043,0
Train_41044,0
Train_41045,2
Train_41046,3
Train_41047,1
Train_41048,4
Train_41049,0
Train_41050,2
Train_41051,3
Train_41052,0
Train_41053,1
Train_41054,2
Train_41055,4
Train_41056,2
Train_41057,3
Train_41058,3
Train_41059,0
Train_41060,1
Train_41061,1
Train_41062,4
Train_41063,4
Train_41064,2
Train_41065,1
Train_41066,4
Train_41067,0
Train_41068,2
Train_41069,3
Train_41070,3
Train_41071,1
Train_41072,0
Train_41073,1
Train_41074,3
Train_41075,4
Train_41076,0
Train_41077,2
Train_41078,2
Train_41079,4
Train_41080,4
Train_41081,1
Train_41082,1
Train_41083,2
Train_41084,3
Train_41085,0
Train_41086,3
Train_41087,4
Train_41088,0
Train_41089,1
Train_41090,4
Train_41091,1
Train_41092,0
Train_41093,4
Train_41094,2
Train_41095,2
Train_41096,3
Train_41097,2
Train_41098,3
Train_41099,3
Train_41100,3
Train_41101,4
Train_41102,0
Train_41103,1
Train_41104,4
Train_41105,1
Train_41106,2
Train_41107,3
Train_41108,0
Train_41109,1
Train_41110,0
Train_41111,4
Train_41112,2
Train_41113,3
Train_41114,4
Train_41115,0
Train_41116,2
Train_41117,0
Train_41118,3
Train_41119,1
Train_41120,4
Train_41121,2
Train_41122,3
Train_41123,0
Train_41124,1
Train_41125,1
Train_41126,0
Train_41127,2
Train_41128,1
Train_41129,3
Train_41130,0
Train_41131,4
Train_41132,2
Train_41133,0
Train_41134,2
Train_41135,1
Train_41136,4
Train_41137,2
Train_41138,3
Train_41139,0
Train_41140,4
Train_41141,1
Train_41142,4
Train_41143,0
Train_41144,2
Train_41145,3
Train_41146,0
Train_41147,1
Train_41148,4
Train_41149,3
Train_41150,0
Train_41151,1
Train_41152,3
Train_41153,1
Train_41154,1
Train_41155,4
Train_41156,2
Train_41157,3
Train_41158,0
Train_41159,2
Train_41160,4
Train_41161,1
Train_41162,3
Train_41163,4
Train_41164,4
Train_41165,1
Train_41166,2
Train_41167,2
Train_41168,0
Train_41169,2
Train_41170,3
Train_41171,3
Train_41172,4
Train_41173,0
Train_41174,0
Train_41175,1
Train_41176,4
Train_41177,2
Train_41178,2
Train_41179,3
Train_41180,3
Train_41181,0
Train_41182,4
Train_41183,1
Train_41184,4
Train_41185,2
Train_41186,0
Train_41187,3
Train_41188,3
Train_41189,0
Train_41190,2
Train_41191,4
Train_41192,1
Train_41193,4
Train_41194,2
Train_41195,1
Train_41196,0
Train_41197,3
Train_41198,0
Train_41199,1
Train_41200,4
Train_41201,1
Train_41202,2
Train_41203,3
Train_41204,0
Train_41205,1
Train_41206,4
Train_41207,3
Train_41208,4
Train_41209,2
Train_41210,2
Train_41211,1
Train_41212,4
Train_41213,3
Train_41214,1
Train_41215,4
Train_41216,0
Train_41217,0
Train_41218,3
Train_41219,2
Train_41220,1
Train_41221,3
Train_41222,1
Train_41223,0
Train_41224,2
Train_41225,3
Train_41226,4
Train_41227,2
Train_41228,1
Train_41229,0
Train_41230,4
Train_41231,2
Train_41232,2
Train_41233,3
Train_41234,4
Train_41235,0
Train_41236,1
Train_41237,2
Train_41238,4
Train_41239,2
Train_41240,3
Train_41241,0
Train_41242,4
Train_41243,0
Train_41244,3
Train_41245,1
Train_41246,3
Train_41247,4
Train_41248,1
Train_41249,1
Train_41250,1
Train_41251,4
Train_41252,0
Train_41253,3
Train_41254,0
Train_41255,2
Train_41256,2
Train_41257,2
Train_41258,3
Train_41259,3
Train_41260,1
Train_41261,2
Train_41262,0
Train_41263,1
Train_41264,4
Train_41265,2
Train_41266,3
Train_41267,0
Train_41268,0
Train_41269,1
Train_41270,4
Train_41271,4
Train_41272,0
Train_41273,2
Train_41274,3
Train_41275,0
Train_41276,1
Train_41277,1
Train_41278,2
Train_41279,0
Train_41280,4
Train_41281,1
Train_41282,2
Train_41283,3
Train_41284,0
Train_41285,1
Train_41286,3
Train_41287,4
Train_41288,4
Train_41289,2
Train_41290,3
Train_41291,0
Train_41292,2
Train_41293,4
Train_41294,0
Train_41295,1
Train_41296,4
Train_41297,3
Train_41298,3
Train_41299,2
Train_41300,3
Train_41301,1
Train_41302,0
Train_41303,1
Train_41304,4
Train_41305,1
Train_41306,0
Train_41307,4
Train_41308,4
Train_41309,2
Train_41310,3
Train_41311,0
Train_41312,2
Train_41313,1
Train_41314,4
Train_41315,2
Train_41316,4
Train_41317,1
Train_41318,3
Train_41319,3
Train_41320,0
Train_41321,1
Train_41322,4
Train_41323,2
Train_41324,2
Train_41325,3
Train_41326,0
Train_41327,1
Train_41328,4
Train_41329,2
Train_41330,3
Train_41331,0
Train_41332,3
Train_41333,1
Train_41334,0
Train_41335,3
Train_41336,1
Train_41337,4
Train_41338,2
Train_41339,3
Train_41340,0
Train_41341,1
Train_41342,4
Train_41343,0
Train_41344,3
Train_41345,2
Train_41346,1
Train_41347,1
Train_41348,4
Train_41349,4
Train_41350,2
Train_41351,2
Train_41352,3
Train_41353,3
Train_41354,0
Train_41355,0
Train_41356,2
Train_41357,1
Train_41358,4
Train_41359,3
Train_41360,2
Train_41361,2
Train_41362,3
Train_41363,0
Train_41364,1
Train_41365,1
Train_41366,0
Train_41367,4
Train_41368,4
Train_41369,2
Train_41370,0
Train_41371,4
Train_41372,3
Train_41373,0
Train_41374,1
Train_41375,4
Train_41376,2
Train_41377,3
Train_41378,1
Train_41379,0
Train_41380,1
Train_41381,2
Train_41382,1
Train_41383,4
Train_41384,2
Train_41385,3
Train_41386,3
Train_41387,0
Train_41388,2
Train_41389,0
Train_41390,3
Train_41391,4
Train_41392,4
Train_41393,1
Train_41394,2
Train_41395,3
Train_41396,0
Train_41397,0
Train_41398,1
Train_41399,4
Train_41400,2
Train_41401,3
Train_41402,3
Train_41403,0
Train_41404,2
Train_41405,0
Train_41406,1
Train_41407,4
Train_41408,2
Train_41409,3
Train_41410,1
Train_41411,4
Train_41412,0
Train_41413,1
Train_41414,4
Train_41415,4
Train_41416,2
Train_41417,3
Train_41418,0
Train_41419,1
Train_41420,4
Train_41421,4
Train_41422,1
Train_41423,2
Train_41424,3
Train_41425,0
Train_41426,1
Train_41427,4
Train_41428,2
Train_41429,1
Train_41430,3
Train_41431,0
Train_41432,3
Train_41433,2
Train_41434,0
Train_41435,4
Train_41436,3
Train_41437,1
Train_41438,3
Train_41439,0
Train_41440,2
Train_41441,0
Train_41442,2
Train_41443,1
Train_41444,2
Train_41445,4
Train_41446,4
Train_41447,2
Train_41448,3
Train_41449,3
Train_41450,0
Train_41451,1
Train_41452,1
Train_41453,0
Train_41454,4
Train_41455,2
Train_41456,3
Train_41457,4
Train_41458,0
Train_41459,3
Train_41460,1
