,fold
10907,train
10908,train
10909,valid
10910,train
10911,train
10912,train
10913,train
10914,train
10915,valid
10916,valid
10917,train
10918,train
10919,train
10920,train
10921,train
10922,train
10923,train
10924,train
10925,train
10926,train
10927,valid
10928,valid
10929,train
10930,train
10931,train
10932,train
10933,train
10934,train
10935,train
10936,train
10937,train
10938,train
10939,train
10940,train
10941,valid
10942,train
10943,train
10944,train
10945,train
10946,train
10947,train
10948,train
10949,train
10950,train
10951,train
10952,train
10953,train
10954,train
10955,train
10956,train
10957,valid
10958,train
10959,train
10960,train
10961,valid
10962,train
10963,train
10964,train
10965,train
10966,valid
10967,train
10968,train
10969,train
10970,train
10971,train
10972,train
10973,train
10974,train
10975,train
10976,train
10977,train
10978,train
10979,train
10980,train
10981,train
10982,train
10983,train
10984,train
10985,train
10986,train
10987,train
10988,train
10989,train
10990,train
10991,train
10992,valid
10993,train
10994,train
10995,train
10996,train
10997,train
10998,train
10999,train
11000,train
11001,train
11002,train
11003,valid
11004,train
11005,train
11006,train
11007,train
11008,train
11009,train
11010,train
11011,train
11012,train
11013,train
11014,train
11015,train
11016,train
11017,train
11018,train
11019,valid
11020,train
11021,train
11022,train
11023,train
11024,train
11025,train
11026,train
11027,train
11028,train
11029,valid
11030,train
11031,train
11032,valid
11033,train
11034,train
11035,train
11036,train
11037,train
11038,train
11039,train
11040,train
11041,valid
11042,train
11043,train
11044,train
11045,valid
11046,train
11047,train
11048,train
11049,train
11050,train
11051,train
11052,valid
11053,train
11054,train
11055,train
11056,train
11057,train
11058,train
11059,train
11060,train
11061,train
11062,train
11063,valid
11064,train
11065,train
11066,train
11067,train
11068,valid
11069,train
11070,train
11071,train
11072,train
11073,train
11074,train
11075,train
11076,train
11077,train
11078,train
11079,train
11080,train
11081,train
11082,train
11083,train
11084,train
11085,train
11086,train
11087,train
11088,valid
11089,train
11090,train
11091,train
11092,train
11093,train
11094,train
11095,train
11096,train
11097,train
11098,valid
11099,train
11100,train
11101,train
11102,train
11103,train
11104,train
11105,valid
11106,train
11107,train
11108,train
11109,train
11110,train
11111,train
11112,train
11113,train
11114,valid
11115,train
11116,train
11117,train
11118,train
11119,train
11120,train
11121,train
11122,train
11123,train
11124,train
11125,train
11126,train
11127,train
11128,train
11129,train
11130,train
11131,train
11132,train
11133,train
11134,train
11135,train
11136,train
11137,train
11138,train
11139,train
11140,train
11141,train
11142,train
11143,valid
11144,train
11145,train
11146,train
11147,train
11148,train
11149,train
11150,train
11151,train
11152,train
11153,train
11154,train
11155,train
11156,train
11157,train
11158,train
11159,train
11160,train
11161,train
11162,train
11163,train
11164,train
11165,train
11166,train
11167,train
11168,train
11169,train
11170,train
11171,train
11172,train
11173,train
11174,train
11175,train
11176,train
11177,train
11178,train
11179,valid
11180,train
11181,train
11182,train
11183,train
11184,train
11185,train
11186,train
11187,train
11188,train
11189,train
11190,train
11191,train
11192,train
11193,train
11194,train
11195,train
11196,train
11197,train
11198,train
11199,train
11200,train
11201,train
11202,train
11203,train
11204,train
11205,train
11206,train
11207,train
11208,train
11209,train
11210,train
11211,train
11212,train
11213,train
11214,train
11215,train
11216,train
11217,train
11218,train
11219,train
11220,valid
11221,train
11222,train
11223,train
11224,train
11225,train
11226,train
11227,train
11228,valid
11229,train
11230,train
11231,train
11232,valid
11233,train
11234,train
11235,train
11236,valid
11237,train
11238,train
11239,train
11240,valid
11241,train
11242,train
11243,train
11244,train
11245,train
11246,train
11247,train
11248,valid
11249,train
11250,train
11251,train
11252,train
11253,train
11254,train
11255,train
11256,train
11257,train
11258,train
11259,train
11260,train
11261,train
11262,train
11263,train
11264,train
11265,valid
11266,valid
11267,train
11268,train
11269,valid
11270,train
11271,train
11272,train
11273,train
11274,train
11275,train
11276,train
11277,train
11278,train
11279,train
11280,train
11281,train
11282,train
11283,train
11284,train
11285,train
11286,train
11287,train
11288,train
11289,train
11290,train
11291,train
11292,train
11293,train
11294,train
11295,train
11296,train
11297,train
11298,train
11299,train
11300,train
11301,train
11302,train
11303,train
11304,train
11305,train
11306,train
11307,train
11308,train
11309,valid
11310,train
11311,train
11312,train
11313,train
11314,train
11315,train
11316,train
11317,valid
11318,valid
11319,train
11320,train
11321,train
11322,valid
11323,train
11324,train
11325,train
11326,train
11327,train
11328,valid
11329,train
11330,train
11331,train
11332,train
11333,train
11334,train
11335,train
11336,valid
11337,train
11338,train
11339,train
11340,train
11341,train
11342,train
11343,train
11344,train
11345,train
11346,train
11347,train
11348,train
11349,train
11350,valid
11351,train
11352,train
11353,train
11354,train
11355,train
11356,valid
11357,train
11358,train
11359,valid
11360,train
11361,train
11362,train
11363,train
11364,train
11365,train
11366,train
11367,train
11368,train
11369,train
11370,train
11371,train
11372,train
11373,valid
11374,train
11375,train
11376,train
11377,train
11378,train
11379,train
11380,train
11381,train
11382,train
11383,train
11384,train
11385,train
11386,train
11387,valid
11388,train
11389,train
11390,train
11391,train
11392,train
11393,train
11394,train
11395,train
11396,train
11397,train
11398,train
11399,train
11400,train
11401,train
11402,train
11403,train
11404,train
11405,train
11406,train
11407,train
11408,train
11409,train
11410,train
11411,train
11412,train
11413,train
11414,train
11415,train
11416,train
11417,train
11418,train
11419,train
11420,train
11421,train
11422,train
11423,train
11424,train
11425,train
11426,train
11427,train
11428,train
11429,train
11430,train
11431,train
11432,train
11433,train
11434,train
11435,train
11436,train
11437,train
11438,train
11439,train
11440,train
11441,train
11442,train
11443,train
11444,train
11445,train
11446,valid
11447,train
11448,train
11449,train
11450,train
11451,train
11452,train
11453,train
11454,train
11455,train
11456,train
11457,valid
11458,train
11459,train
11460,train
11461,train
11462,train
11463,train
11464,train
11465,train
11466,train
11467,train
11468,train
11469,train
11470,train
11471,train
11472,train
11473,train
11474,train
11475,train
11476,train
11477,train
11478,train
11479,train
11480,train
11481,train
11482,train
11483,train
11484,train
11485,train
11486,train
11487,train
11488,train
11489,train
11490,valid
11491,train
11492,train
11493,train
11494,train
11495,train
11496,train
11497,train
11498,train
11499,train
11500,train
11501,valid
11502,train
11503,train
11504,train
11505,train
11506,train
11507,train
11508,train
11509,train
11510,train
11511,train
11512,train
11513,train
11514,train
11515,train
11516,train
11517,train
11518,valid
11519,train
11520,train
11521,train
11522,train
11523,train
11524,valid
11525,train
11526,train
11527,train
11528,train
11529,train
11530,train
11531,valid
11532,train
11533,train
11534,train
11535,train
11536,train
11537,valid
11538,train
11539,train
11540,train
11541,train
11542,train
11543,train
11544,train
11545,train
11546,valid
11547,train
11548,train
11549,train
11550,train
11551,train
11552,train
11553,train
11554,train
11555,train
11556,valid
11557,train
11558,train
11559,train
11560,train
11561,train
11562,train
11563,train
11564,train
11565,train
11566,train
11567,train
11568,train
11569,train
11570,train
11571,train
11572,train
11573,train
11574,train
11575,train
11576,train
11577,train
11578,train
11579,train
11580,train
11581,train
11582,valid
11583,train
11584,train
11585,train
11586,train
11587,valid
11588,train
11589,train
11590,train
11591,train
11592,train
11593,train
11594,train
11595,train
11596,train
11597,train
11598,valid
11599,train
11600,train
11601,train
11602,train
11603,valid
11604,train
11605,valid
11606,train
11607,train
11608,train
11609,train
11610,train
11611,train
11612,train
11613,train
11614,train
11615,train
11616,train
11617,train
11618,train
11619,train
11620,train
11621,train
11622,valid
11623,train
11624,train
11625,train
11626,train
11627,train
11628,train
11629,train
11630,train
11631,train
11632,valid
11633,train
11634,train
11635,valid
11636,train
11637,train
11638,train
11639,train
11640,train
11641,train
11642,train
11643,train
11644,train
11645,train
11646,train
11647,valid
11648,train
11649,train
11650,train
11651,train
11652,train
11653,train
11654,train
11655,train
11656,valid
11657,train
11658,train
11659,train
11660,train
11661,valid
11662,train
11663,valid
11664,train
11665,train
11666,train
11667,valid
11668,train
11669,train
11670,train
11671,train
11672,train
11673,train
11674,train
11675,train
11676,valid
11677,train
11678,train
11679,train
11680,train
11681,train
11682,train
11683,train
11684,train
11685,train
11686,train
11687,train
11688,train
11689,train
11690,train
11691,train
11692,train
11693,valid
11694,train
11695,valid
11696,train
11697,train
11698,train
11699,train
11700,train
11701,train
11702,valid
11703,train
11704,valid
11705,train
11706,train
11707,train
11708,train
11709,train
11710,train
11711,train
11712,train
11713,train
11714,train
11715,train
11716,train
11717,train
11718,train
11719,valid
11720,valid
11721,train
11722,train
11723,valid
11724,train
11725,train
11726,valid
11727,train
11728,train
11729,train
11730,valid
11731,train
11732,train
11733,train
11734,train
11735,train
11736,train
11737,train
11738,train
11739,train
11740,train
11741,train
11742,train
11743,train
11744,train
11745,train
11746,train
11747,train
11748,train
11749,train
11750,train
11751,train
11752,train
11753,train
11754,train
11755,train
11756,valid
11757,valid
11758,train
11759,train
11760,train
11761,train
11762,train
11763,train
11764,train
11765,train
11766,train
11767,valid
11768,train
11769,valid
11770,train
11771,train
11772,train
11773,train
11774,train
11775,valid
11776,train
11777,valid
11778,train
11779,train
11780,train
11781,valid
11782,train
11783,train
11784,train
11785,train
11786,train
11787,train
11788,train
11789,train
11790,train
11791,train
11792,train
11793,train
11794,train
11795,valid
11796,train
11797,valid
11798,train
11799,train
11800,train
11801,train
11802,train
11803,train
11804,train
11805,train
11806,valid
11807,valid
11808,train
11809,train
11810,train
11811,train
11812,valid
11813,train
11814,train
11815,train
11816,train
11817,train
11818,valid
11819,train
11820,valid
11821,train
11822,train
11823,train
11824,train
11825,valid
11826,train
11827,train
11828,train
11829,train
11830,train
11831,train
11832,train
11833,train
11834,train
11835,train
11836,train
11837,train
11838,valid
11839,train
11840,train
11841,train
11842,train
11843,valid
11844,train
11845,train
11846,train
11847,train
11848,train
11849,train
11850,train
11851,valid
11852,train
11853,train
11854,train
11855,train
11856,train
11857,train
11858,train
11859,train
11860,train
11861,train
11862,train
11863,train
11864,train
11865,train
11866,train
11867,train
11868,train
11869,train
11870,train
11871,train
11872,train
11873,train
11874,train
11875,train
11876,train
11877,valid
11878,train
11879,train
11880,train
11881,train
11882,train
11883,train
11884,valid
11885,valid
11886,train
11887,train
11888,train
11889,train
11890,train
11891,train
11892,train
11893,train
11894,train
11895,train
11896,train
11897,train
11898,train
11899,train
11900,train
11901,train
11902,train
11903,train
11904,train
11905,train
11906,train
11907,train
11908,train
11909,train
11910,train
11911,train
11912,train
11913,train
11914,train
11915,train
11916,train
11917,train
11918,train
11919,train
11920,valid
11921,train
11922,train
11923,train
11924,train
11925,train
11926,train
11927,valid
11928,train
11929,train
11930,train
11931,train
11932,train
11933,train
11934,train
11935,train
11936,valid
11937,valid
11938,valid
11939,train
11940,train
11941,train
11942,train
11943,train
11944,train
11945,train
11946,train
11947,train
11948,valid
11949,valid
11950,valid
11951,train
11952,train
11953,train
11954,train
11955,train
11956,train
11957,valid
11958,train
11959,train
11960,train
11961,train
11962,train
11963,valid
11964,valid
11965,train
11966,train
11967,train
11968,train
11969,train
11970,train
11971,train
11972,train
11973,train
11974,train
11975,train
11976,train
11977,train
11978,train
11979,valid
11980,train
11981,train
11982,train
11983,train
11984,valid
11985,train
11986,train
11987,train
11988,train
11989,train
11990,train
11991,train
11992,train
11993,train
11994,train
11995,train
11996,train
11997,train
11998,train
11999,train
12000,train
12001,valid
12002,train
12003,train
12004,train
12005,train
12006,train
12007,train
12008,train
12009,train
12010,train
12011,train
12012,train
12013,train
12014,train
12015,train
12016,train
12017,train
12018,valid
12019,train
12020,train
12021,train
12022,train
12023,train
12024,train
12025,train
12026,train
12027,train
12028,train
12029,train
12030,train
12031,train
12032,train
12033,train
12034,train
12035,train
12036,train
12037,valid
12038,train
12039,train
12040,train
12041,train
12042,train
12043,train
12044,train
12045,train
12046,valid
12047,train
12048,valid
12049,valid
12050,train
12051,valid
12052,train
12053,valid
12054,train
12055,train
12056,train
12057,train
12058,train
12059,train
12060,train
12061,valid
12062,train
12063,train
12064,train
12065,valid
12066,train
12067,train
12068,valid
12069,train
12070,train
12071,train
12072,train
12073,train
12074,train
12075,train
12076,train
12077,train
12078,train
12079,valid
12080,valid
12081,train
12082,train
12083,train
12084,train
12085,train
12086,train
12087,train
12088,train
12089,valid
12090,train
12091,train
12092,train
12093,train
12094,train
12095,train
12096,train
12097,train
12098,train
12099,train
12100,train
12101,train
12102,train
12103,train
12104,train
12105,train
12106,train
12107,train
12108,train
12109,train
12110,train
12111,train
12112,valid
12113,train
12114,train
12115,train
12116,train
12117,train
12118,valid
12119,train
12120,train
12121,valid
12122,train
12123,train
12124,train
12125,train
12126,train
12127,train
12128,train
12129,train
12130,train
12131,train
12132,train
12133,train
12134,train
12135,train
12136,train
12137,valid
12138,train
12139,train
12140,train
12141,train
12142,train
12143,train
12144,train
12145,train
12146,train
12147,train
12148,valid
12149,train
12150,train
12151,train
12152,train
12153,train
12154,train
12155,train
12156,train
12157,train
12158,train
12159,train
12160,train
12161,train
12162,train
12163,train
12164,valid
12165,train
12166,train
12167,train
12168,train
12169,train
12170,train
12171,train
12172,train
12173,train
12174,train
12175,train
12176,train
12177,train
12178,train
12179,train
12180,train
12181,train
12182,train
12183,train
12184,train
12185,train
12186,train
12187,train
12188,train
12189,train
12190,train
12191,train
12192,valid
12193,train
12194,train
12195,train
12196,train
12197,train
12198,train
12199,valid
12200,train
12201,train
12202,train
12203,valid
12204,train
12205,train
12206,train
12207,train
12208,train
12209,train
12210,train
12211,train
12212,train
12213,train
12214,train
12215,train
12216,valid
12217,valid
12218,train
12219,train
12220,train
12221,train
12222,valid
12223,train
12224,train
12225,valid
12226,train
12227,train
12228,train
12229,train
12230,train
12231,train
12232,train
12233,train
12234,train
12235,train
12236,train
12237,valid
12238,train
12239,train
12240,train
12241,train
12242,train
12243,train
12244,train
12245,valid
12246,train
12247,train
12248,train
12249,train
12250,train
12251,valid
12252,train
12253,train
12254,train
12255,train
12256,train
12257,train
12258,train
12259,valid
12260,train
12261,train
12262,train
12263,train
12264,train
12265,valid
12266,train
12267,train
12268,train
12269,train
12270,train
12271,train
12272,train
12273,train
12274,train
12275,train
12276,valid
12277,train
12278,train
12279,train
12280,train
12281,train
12282,valid
12283,train
12284,train
12285,train
12286,valid
12287,train
12288,valid
12289,valid
12290,train
12291,train
12292,train
12293,train
12294,train
12295,train
12296,train
12297,train
12298,train
12299,train
12300,train
12301,train
12302,train
12303,train
12304,train
12305,train
12306,train
12307,train
12308,train
12309,train
12310,train
12311,train
12312,train
12313,train
12314,train
12315,train
12316,train
12317,train
12318,train
12319,train
12320,train
12321,train
12322,train
12323,train
12324,train
12325,train
12326,valid
12327,train
12328,train
12329,train
12330,train
12331,train
12332,train
12333,train
12334,train
12335,valid
12336,train
12337,train
12338,train
12339,train
12340,train
12341,train
12342,train
12343,train
12344,train
12345,train
12346,train
12347,valid
12348,train
12349,train
12350,train
12351,train
12352,train
12353,train
12354,train
12355,train
12356,train
12357,train
12358,train
12359,train
12360,train
12361,train
12362,train
12363,train
12364,train
12365,train
12366,train
12367,train
12368,valid
12369,train
12370,train
12371,train
12372,valid
12373,train
12374,train
12375,train
12376,train
12377,train
12378,train
12379,train
12380,train
12381,train
12382,train
12383,train
12384,train
12385,train
12386,train
12387,train
12388,train
12389,train
12390,train
12391,train
12392,train
12393,train
12394,train
12395,train
12396,train
12397,train
12398,train
12399,train
12400,train
12401,train
12402,train
12403,train
12404,train
12405,train
12406,train
12407,train
12408,valid
12409,train
12410,valid
12411,train
12412,train
12413,train
12414,train
12415,train
12416,train
12417,train
12418,train
12419,train
12420,train
12421,train
12422,train
12423,train
12424,train
12425,train
12426,train
12427,valid
12428,train
12429,train
12430,train
12431,train
12432,train
12433,train
12434,train
12435,train
12436,valid
12437,train
12438,train
12439,train
12440,train
12441,train
12442,valid
12443,train
12444,train
12445,train
12446,train
12447,train
12448,train
12449,valid
12450,train
12451,train
12452,train
12453,train
12454,train
12455,train
12456,train
12457,train
12458,train
12459,train
12460,valid
12461,train
12462,train
12463,train
12464,train
12465,train
12466,train
12467,train
12468,train
12469,train
12470,train
12471,train
12472,train
12473,train
12474,train
12475,train
12476,train
12477,train
12478,train
12479,train
12480,train
12481,train
12482,train
12483,train
12484,train
12485,train
12486,train
12487,train
12488,train
12489,train
12490,train
12491,train
12492,train
12493,train
12494,train
12495,train
12496,valid
12497,train
12498,train
12499,train
12500,train
12501,train
12502,valid
12503,train
12504,train
12505,train
12506,train
12507,train
12508,train
12509,train
12510,valid
12511,train
12512,train
12513,valid
12514,train
12515,train
12516,valid
12517,train
12518,train
12519,train
12520,train
12521,train
12522,train
12523,train
12524,train
12525,train
12526,train
12527,train
12528,train
12529,train
12530,train
12531,train
12532,valid
12533,train
12534,train
12535,train
12536,train
12537,train
12538,train
12539,train
12540,train
12541,train
12542,train
12543,train
12544,train
12545,train
12546,train
12547,train
12548,train
12549,train
12550,valid
12551,train
12552,train
12553,valid
12554,train
12555,train
12556,train
12557,train
12558,train
12559,valid
12560,train
12561,train
12562,train
12563,train
12564,train
12565,train
12566,train
12567,train
12568,train
12569,train
12570,train
12571,train
12572,train
12573,train
12574,train
12575,train
12576,train
12577,train
12578,train
12579,train
12580,train
12581,train
12582,train
12583,train
12584,train
12585,train
12586,train
12587,train
12588,train
12589,train
12590,train
12591,train
12592,train
12593,train
12594,valid
12595,train
12596,train
12597,train
12598,valid
12599,train
12600,train
12601,train
12602,valid
12603,train
12604,train
12605,train
12606,train
12607,train
12608,valid
12609,train
12610,train
12611,valid
12612,train
12613,train
12614,valid
12615,train
12616,train
12617,train
12618,train
12619,train
12620,valid
12621,train
12622,train
12623,train
12624,train
12625,valid
12626,train
12627,train
12628,train
12629,train
12630,valid
12631,valid
12632,train
12633,train
12634,train
12635,train
12636,train
12637,train
12638,train
12639,train
12640,valid
12641,train
12642,train
12643,train
12644,train
12645,train
12646,train
12647,train
12648,train
12649,train
12650,train
12651,train
12652,train
12653,train
12654,train
12655,train
12656,train
12657,valid
12658,train
12659,train
12660,train
12661,train
12662,train
12663,train
12664,train
12665,train
12666,train
12667,train
12668,train
12669,train
12670,train
12671,train
12672,train
12673,train
12674,train
12675,train
12676,train
12677,train
12678,train
12679,train
12680,train
12681,valid
12682,train
12683,train
12684,train
12685,train
12686,train
12687,train
12688,train
12689,train
12690,train
12691,train
12692,train
12693,train
12694,train
12695,train
12696,train
12697,train
12698,train
12699,train
12700,valid
12701,train
12702,train
12703,train
12704,valid
12705,train
12706,train
12707,train
12708,valid
12709,train
12710,train
12711,train
12712,train
12713,valid
12714,train
12715,train
12716,train
12717,train
12718,train
12719,train
12720,train
12721,train
12722,train
12723,train
12724,train
12725,train
12726,train
12727,train
12728,train
12729,train
12730,train
12731,train
12732,valid
12733,train
12734,train
12735,valid
12736,train
12737,train
12738,train
12739,train
12740,train
12741,valid
12742,train
12743,train
12744,train
12745,train
12746,train
12747,train
12748,train
12749,train
12750,train
12751,train
12752,train
12753,valid
12754,train
12755,train
12756,train
12757,valid
12758,train
12759,valid
12760,train
12761,train
12762,train
12763,train
12764,train
12765,train
12766,train
12767,train
12768,train
12769,train
12770,train
12771,train
12772,valid
12773,train
12774,train
12775,train
12776,valid
12777,valid
12778,valid
12779,train
12780,train
12781,train
12782,train
12783,train
12784,train
12785,train
12786,train
12787,valid
12788,train
12789,train
12790,train
12791,train
12792,train
12793,train
12794,valid
12795,train
12796,train
12797,train
12798,train
12799,train
12800,valid
12801,train
12802,valid
12803,train
12804,train
12805,train
12806,train
12807,train
12808,train
12809,train
12810,train
12811,train
12812,train
12813,train
12814,valid
12815,train
12816,train
12817,train
12818,train
12819,train
12820,valid
12821,train
12822,train
12823,train
12824,train
12825,train
12826,train
12827,train
12828,train
12829,train
12830,train
12831,train
12832,train
12833,train
12834,train
12835,valid
12836,train
12837,train
12838,train
12839,valid
12840,train
12841,train
12842,train
12843,train
12844,train
12845,train
12846,train
12847,train
12848,train
12849,train
12850,train
12851,train
12852,train
12853,train
12854,train
12855,train
12856,valid
12857,train
12858,train
12859,train
12860,valid
12861,train
12862,train
12863,train
12864,train
12865,valid
12866,train
12867,train
12868,train
12869,valid
12870,train
12871,train
12872,train
12873,train
12874,valid
12875,train
12876,valid
12877,train
12878,train
12879,train
12880,train
12881,train
12882,train
12883,train
12884,train
12885,train
12886,train
12887,valid
12888,train
12889,train
12890,train
12891,train
12892,train
12893,train
12894,train
12895,train
12896,train
12897,train
12898,train
12899,train
12900,train
12901,train
12902,train
12903,train
12904,train
12905,train
12906,valid
12907,train
12908,train
12909,train
12910,train
12911,train
12912,train
12913,train
12914,train
12915,train
12916,train
12917,train
12918,train
12919,train
12920,valid
12921,train
12922,train
12923,train
12924,valid
12925,train
12926,train
12927,train
12928,train
12929,train
12930,train
12931,train
12932,train
12933,train
12934,train
12935,valid
12936,train
12937,train
12938,train
12939,train
12940,train
12941,train
12942,train
12943,train
12944,train
12945,train
12946,train
12947,train
12948,train
12949,valid
12950,train
12951,train
12952,train
12953,train
12954,train
12955,train
12956,train
12957,train
12958,train
12959,valid
12960,train
12961,train
12962,train
12963,train
12964,train
12965,train
12966,train
12967,train
12968,train
12969,train
12970,train
12971,train
12972,train
12973,train
12974,train
12975,train
12976,train
12977,valid
12978,train
12979,train
12980,train
12981,train
12982,valid
12983,train
12984,valid
12985,train
12986,train
12987,train
12988,train
12989,train
12990,train
12991,train
12992,train
12993,train
12994,train
12995,train
12996,train
12997,train
12998,train
12999,train
13000,train
13001,train
13002,train
13003,valid
13004,train
13005,train
13006,train
13007,train
13008,train
13009,train
13010,train
13011,train
13012,valid
13013,train
13014,train
13015,train
13016,train
13017,train
13018,train
13019,train
13020,train
13021,train
13022,train
13023,train
13024,train
13025,valid
13026,train
13027,train
13028,valid
13029,train
13030,train
13031,train
13032,valid
13033,train
13034,train
13035,train
13036,train
13037,train
13038,train
13039,train
13040,train
13041,train
13042,train
13043,train
13044,train
13045,train
13046,train
13047,train
13048,train
13049,train
13050,train
13051,train
13052,train
13053,train
13054,train
13055,train
13056,train
13057,train
13058,train
13059,train
13060,train
13061,train
13062,train
13063,valid
13064,train
13065,train
13066,train
13067,train
13068,train
13069,train
13070,train
13071,train
13072,train
13073,train
13074,train
13075,train
13076,train
13077,train
13078,train
13079,train
13080,train
13081,train
13082,train
13083,train
13084,train
13085,train
13086,train
13087,train
13088,train
13089,train
13090,valid
13091,train
13092,train
13093,train
13094,train
13095,train
13096,train
13097,train
13098,train
13099,train
13100,train
13101,train
13102,train
13103,train
13104,train
13105,train
13106,train
13107,train
13108,train
13109,train
13110,train
13111,train
13112,train
13113,train
13114,train
13115,train
13116,train
13117,valid
13118,train
13119,train
13120,train
13121,train
13122,train
13123,train
13124,train
13125,train
13126,valid
13127,train
13128,train
13129,train
13130,train
13131,train
13132,train
13133,train
13134,train
13135,train
13136,train
13137,train
13138,train
13139,train
13140,train
13141,train
13142,train
13143,train
13144,train
13145,train
13146,valid
13147,train
13148,train
13149,train
13150,train
13151,train
13152,train
13153,train
13154,train
13155,train
13156,train
13157,train
13158,train
13159,train
13160,train
13161,train
13162,valid
13163,train
13164,train
13165,train
13166,train
13167,train
13168,valid
13169,train
13170,train
13171,train
13172,train
13173,valid
13174,train
13175,train
13176,train
13177,train
13178,train
13179,train
13180,train
13181,train
13182,train
13183,train
13184,train
13185,train
13186,train
13187,train
13188,valid
13189,train
13190,train
13191,train
13192,train
13193,valid
13194,train
13195,train
13196,train
13197,train
13198,train
13199,valid
13200,train
13201,train
13202,train
13203,train
13204,train
13205,train
13206,train
13207,train
13208,train
13209,train
13210,train
13211,train
13212,train
13213,valid
13214,train
13215,train
13216,train
13217,train
13218,train
13219,train
13220,train
13221,train
13222,train
13223,train
13224,train
13225,train
13226,train
13227,train
13228,train
13229,train
13230,train
13231,train
13232,train
13233,train
13234,train
13235,train
13236,train
13237,valid
13238,train
13239,train
13240,valid
13241,train
13242,train
13243,valid
13244,train
13245,train
13246,train
13247,train
13248,train
13249,train
13250,train
13251,valid
13252,train
13253,train
13254,train
13255,train
13256,train
13257,train
13258,valid
13259,valid
13260,train
13261,train
13262,train
13263,train
13264,train
13265,train
13266,valid
13267,train
13268,train
13269,train
13270,train
13271,train
13272,train
13273,train
13274,train
13275,train
13276,train
13277,train
13278,train
13279,train
13280,train
13281,train
13282,train
13283,train
13284,train
13285,train
13286,train
13287,valid
13288,valid
13289,train
13290,train
13291,valid
13292,train
13293,train
13294,valid
13295,valid
13296,train
13297,train
13298,train
13299,train
13300,train
13301,valid
13302,train
13303,train
13304,train
13305,train
13306,train
13307,train
13308,train
13309,train
13310,train
13311,train
13312,train
13313,train
13314,train
13315,train
13316,train
13317,train
13318,valid
13319,train
13320,train
13321,valid
13322,train
13323,train
13324,train
13325,train
13326,train
13327,valid
13328,train
13329,train
13330,train
13331,train
13332,train
13333,train
13334,train
13335,train
13336,train
13337,valid
13338,train
13339,valid
13340,train
13341,train
13342,train
13343,valid
13344,train
13345,train
13346,train
13347,train
13348,train
13349,train
13350,train
13351,train
13352,train
13353,train
13354,train
13355,train
13356,train
13357,valid
13358,train
13359,train
13360,train
13361,train
13362,valid
13363,train
13364,train
13365,train
13366,train
13367,valid
13368,train
13369,train
13370,train
13371,train
13372,train
13373,valid
13374,train
13375,train
13376,train
13377,train
13378,valid
13379,train
13380,valid
13381,train
13382,train
13383,valid
13384,train
13385,train
13386,train
13387,train
13388,train
13389,train
13390,train
13391,train
13392,train
13393,train
13394,train
13395,valid
13396,train
13397,train
13398,train
13399,train
13400,train
13401,train
13402,valid
13403,train
13404,train
13405,train
13406,train
13407,train
13408,train
13409,train
13410,train
13411,valid
13412,train
13413,train
13414,train
13415,train
13416,train
13417,train
13418,train
13419,train
13420,train
13421,train
13422,train
13423,train
13424,train
13425,train
13426,train
13427,train
13428,valid
13429,train
13430,train
13431,valid
13432,train
13433,train
13434,train
13435,train
13436,train
13437,train
13438,train
13439,train
13440,train
13441,train
13442,train
13443,train
13444,train
13445,valid
13446,train
13447,train
13448,train
13449,train
13450,train
13451,train
13452,train
13453,train
13454,train
13455,train
13456,valid
13457,train
13458,train
13459,train
13460,train
13461,train
13462,train
13463,train
13464,train
13465,train
13466,train
13467,train
13468,train
13469,train
13470,train
13471,train
13472,train
13473,train
13474,train
13475,train
13476,train
13477,train
13478,train
13479,train
13480,train
13481,train
13482,train
13483,train
13484,train
13485,train
13486,train
13487,train
13488,train
13489,train
13490,train
13491,train
13492,train
13493,train
13494,train
13495,train
13496,train
13497,train
13498,train
13499,train
13500,train
13501,train
13502,train
13503,train
13504,train
13505,train
13506,train
13507,train
13508,train
13509,train
13510,train
13511,train
13512,train
13513,train
13514,train
13515,train
13516,train
13517,train
13518,train
13519,train
13520,train
13521,train
13522,valid
13523,train
13524,train
13525,train
13526,train
13527,train
13528,train
13529,train
13530,train
13531,train
13532,train
13533,train
13534,valid
13535,train
13536,train
13537,train
13538,train
13539,valid
13540,train
13541,train
13542,train
13543,train
13544,train
13545,train
13546,train
13547,train
13548,train
13549,train
13550,train
13551,train
13552,valid
13553,train
13554,train
13555,train
13556,train
13557,train
13558,train
13559,train
13560,train
13561,train
13562,train
13563,train
13564,valid
13565,train
13566,valid
13567,train
13568,train
13569,train
13570,train
13571,train
13572,train
13573,train
13574,train
13575,train
13576,train
13577,valid
13578,train
13579,train
13580,train
13581,train
13582,train
13583,train
13584,train
13585,train
13586,train
13587,train
13588,train
13589,train
13590,valid
13591,train
13592,train
13593,train
13594,train
13595,train
13596,train
13597,train
13598,valid
13599,train
13600,train
13601,train
13602,train
13603,train
13604,train
13605,train
13606,train
13607,train
13608,train
13609,train
13610,train
13611,train
13612,valid
13613,train
13614,train
13615,train
13616,train
13617,train
13618,train
13619,train
13620,train
13621,train
13622,train
13623,train
13624,valid
13625,train
13626,train
13627,train
13628,train
13629,train
13630,train
13631,train
13632,train
13633,train
13634,train
13635,train
13636,train
13637,train
13638,train
13639,train
13640,train
13641,train
13642,train
13643,train
13644,train
13645,train
13646,train
13647,train
13648,train
